title,price,rating,product_link,title_normalized,price_category,rating_int
Night Shift (Night Shift #1-20),12.75,4,http://books.toscrape.com/night-shift-night-shift-1-20_335/index.html,night shift (night shift #1-20),Low,4
Needful Things,47.51,4,http://books.toscrape.com/needful-things_334/index.html,needful things,Medium,4
Mockingjay (The Hunger Games #3),20.44,4,http://books.toscrape.com/mockingjay-the-hunger-games-3_333/index.html,mockingjay (the hunger games #3),Medium,4
Misery,34.79,2,http://books.toscrape.com/misery_332/index.html,misery,Medium,2
Little Women (Little Women #1),28.07,4,http://books.toscrape.com/little-women-little-women-1_331/index.html,little women (little women #1),Medium,4
It,25.01,3,http://books.toscrape.com/it_330/index.html,it,Medium,3
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,http://books.toscrape.com/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,harry potter and the sorcerer's stone (harry potter #1),Low,3
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,http://books.toscrape.com/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,harry potter and the prisoner of azkaban (harry potter #3),Medium,4
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,http://books.toscrape.com/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,harry potter and the order of the phoenix (harry potter #5),Medium,4
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,http://books.toscrape.com/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,harry potter and the half-blood prince (harry potter #6),Medium,5
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,http://books.toscrape.com/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,harry potter and the chamber of secrets (harry potter #2),Low,1
Gone with the Wind,32.49,3,http://books.toscrape.com/gone-with-the-wind_324/index.html,gone with the wind,Medium,3
God Is Not Great: How Religion Poisons Everything,27.8,1,http://books.toscrape.com/god-is-not-great-how-religion-poisons-everything_323/index.html,god is not great: how religion poisons everything,Medium,1
Girl With a Pearl Earring,26.77,1,http://books.toscrape.com/girl-with-a-pearl-earring_322/index.html,girl with a pearl earring,Medium,1
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,http://books.toscrape.com/fruits-basket-vol-4-fruits-basket-4_321/index.html,"fruits basket, vol. 4 (fruits basket #4)",High,4
Far From True (Promise Falls Trilogy #2),34.93,2,http://books.toscrape.com/far-from-true-promise-falls-trilogy-2_320/index.html,far from true (promise falls trilogy #2),Medium,2
Dark Lover (Black Dagger Brotherhood #1),12.87,1,http://books.toscrape.com/dark-lover-black-dagger-brotherhood-1_319/index.html,dark lover (black dagger brotherhood #1),Low,1
Confessions of a Shopaholic (Shopaholic #1),48.94,2,http://books.toscrape.com/confessions-of-a-shopaholic-shopaholic-1_318/index.html,confessions of a shopaholic (shopaholic #1),Medium,2
Changing the Game (Play by Play #2),13.38,3,http://books.toscrape.com/changing-the-game-play-by-play-2_317/index.html,changing the game (play by play #2),Low,3
Candide,58.63,3,http://books.toscrape.com/candide_316/index.html,candide,High,3
Can You Keep a Secret?,21.94,1,http://books.toscrape.com/can-you-keep-a-secret_315/index.html,can you keep a secret?,Medium,1
Atlas Shrugged,26.58,5,http://books.toscrape.com/atlas-shrugged_314/index.html,atlas shrugged,Medium,5
Animal Farm,57.22,3,http://books.toscrape.com/animal-farm_313/index.html,animal farm,High,3
A Walk to Remember,56.43,1,http://books.toscrape.com/a-walk-to-remember_312/index.html,a walk to remember,High,1
A New Earth: Awakening to Your Life's Purpose,55.65,5,http://books.toscrape.com/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,a new earth: awakening to your life's purpose,High,5
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,http://books.toscrape.com/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,"a history of god: the 4,000-year quest of judaism, christianity, and islam",Medium,1
'Salem's Lot,49.56,4,http://books.toscrape.com/salems-lot_309/index.html,'salem's lot,Medium,4
Zero History (Blue Ant #3),34.77,1,http://books.toscrape.com/zero-history-blue-ant-3_308/index.html,zero history (blue ant #3),Medium,1
Wuthering Heights,17.73,3,http://books.toscrape.com/wuthering-heights_307/index.html,wuthering heights,Low,3
World War Z: An Oral History of the Zombie War,21.8,1,http://books.toscrape.com/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,world war z: an oral history of the zombie war,Medium,1
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,http://books.toscrape.com/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,wild: from lost to found on the pacific crest trail,Medium,3
"Where'd You Go, Bernadette",18.13,1,http://books.toscrape.com/whered-you-go-bernadette_304/index.html,"where'd you go, bernadette",Low,1
When You Are Engulfed in Flames,30.89,5,http://books.toscrape.com/when-you-are-engulfed-in-flames_303/index.html,when you are engulfed in flames,Medium,5
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,http://books.toscrape.com/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,we the people: the modern-day figures who have reshaped and affirmed the founding fathers' vision of america,Medium,3
We Are All Completely Beside Ourselves,24.04,1,http://books.toscrape.com/we-are-all-completely-beside-ourselves_301/index.html,we are all completely beside ourselves,Medium,1
Walk the Edge (Thunder Road #2),32.36,3,http://books.toscrape.com/walk-the-edge-thunder-road-2_300/index.html,walk the edge (thunder road #2),Medium,3
Voyager (Outlander #3),21.07,5,http://books.toscrape.com/voyager-outlander-3_299/index.html,voyager (outlander #3),Medium,5
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,http://books.toscrape.com/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,very good lives: the fringe benefits of failure and the importance of imagination,High,3
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,http://books.toscrape.com/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,vegan vegetarian omnivore: dinner for everyone at the table,Low,2
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,http://books.toscrape.com/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,"unstuffed: decluttering your home, mind, and soul",High,1
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,http://books.toscrape.com/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,under the banner of heaven: a story of violent faith,Medium,1
Two Boys Kissing,32.74,2,http://books.toscrape.com/two-boys-kissing_294/index.html,two boys kissing,Medium,2
Twilight (Twilight #1),41.93,2,http://books.toscrape.com/twilight-twilight-1_293/index.html,twilight (twilight #1),Medium,2
Twenties Girl,42.8,2,http://books.toscrape.com/twenties-girl_292/index.html,twenties girl,Medium,2
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,http://books.toscrape.com/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,"trespassing across america: one man's epic, never-done-before (and sort of illegal) hike across the heartland",High,1
Three-Martini Lunch,23.21,3,http://books.toscrape.com/three-martini-lunch_290/index.html,three-martini lunch,Medium,3
"Thinking, Fast and Slow",21.14,1,http://books.toscrape.com/thinking-fast-and-slow_289/index.html,"thinking, fast and slow",Medium,1
The Wild Robot,56.07,3,http://books.toscrape.com/the-wild-robot_288/index.html,the wild robot,High,3
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,http://books.toscrape.com/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,"the wicked + the divine, vol. 3: commercial suicide (the wicked + the divine)",Low,3
The Undomestic Goddess,45.75,4,http://books.toscrape.com/the-undomestic-goddess_286/index.html,the undomestic goddess,Medium,4
The Travelers,15.77,1,http://books.toscrape.com/the-travelers_285/index.html,the travelers,Low,1
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,http://books.toscrape.com/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,the tipping point: how little things can make a big difference,Low,2
The Thing About Jellyfish,48.77,1,http://books.toscrape.com/the-thing-about-jellyfish_283/index.html,the thing about jellyfish,Medium,1
The Stand,57.86,2,http://books.toscrape.com/the-stand_282/index.html,the stand,High,2
The Smitten Kitchen Cookbook,23.59,1,http://books.toscrape.com/the-smitten-kitchen-cookbook_281/index.html,the smitten kitchen cookbook,Medium,1
The Silkworm (Cormoran Strike #2),23.05,5,http://books.toscrape.com/the-silkworm-cormoran-strike-2_280/index.html,the silkworm (cormoran strike #2),Medium,5
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,http://books.toscrape.com/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,"the sandman, vol. 3: dream country (the sandman (volumes) #3)",High,5
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,http://books.toscrape.com/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,the rose & the dagger (the wrath and the dawn #2),High,4
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,http://books.toscrape.com/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,the road to little dribbling: adventures of an american in britain (notes from a small island #2),Medium,1
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,http://books.toscrape.com/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,the rise of theodore roosevelt (theodore roosevelt #1),Medium,3
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,http://books.toscrape.com/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,the restaurant at the end of the universe (hitchhiker's guide to the galaxy #2),Low,1
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,http://books.toscrape.com/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,the rest is noise: listening to the twentieth century,Medium,1
The Red Tent,35.66,5,http://books.toscrape.com/the-red-tent_273/index.html,the red tent,Medium,5
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,http://books.toscrape.com/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,the purpose driven life: what on earth am i here for?,Medium,3
The Purest Hook (Second Circle Tattoos #3),12.25,1,http://books.toscrape.com/the-purest-hook-second-circle-tattoos-3_271/index.html,the purest hook (second circle tattoos #3),Low,1
The Picture of Dorian Gray,29.7,2,http://books.toscrape.com/the-picture-of-dorian-gray_270/index.html,the picture of dorian gray,Medium,2
The Paris Wife,36.8,3,http://books.toscrape.com/the-paris-wife_269/index.html,the paris wife,Medium,3
The Obsession,45.43,1,http://books.toscrape.com/the-obsession_268/index.html,the obsession,Medium,1
The Nightingale,26.26,4,http://books.toscrape.com/the-nightingale_267/index.html,the nightingale,Medium,4
The New Guy (and Other Senior Year Distractions),44.92,3,http://books.toscrape.com/the-new-guy-and-other-senior-year-distractions_266/index.html,the new guy (and other senior year distractions),Medium,3
The Nanny Diaries (Nanny #1),52.53,5,http://books.toscrape.com/the-nanny-diaries-nanny-1_265/index.html,the nanny diaries (nanny #1),High,5
The Name of God is Mercy,37.25,2,http://books.toscrape.com/the-name-of-god-is-mercy_264/index.html,the name of god is mercy,Medium,2
The Maze Runner (The Maze Runner #1),20.93,1,http://books.toscrape.com/the-maze-runner-the-maze-runner-1_263/index.html,the maze runner (the maze runner #1),Medium,1
The Lover's Dictionary,58.09,2,http://books.toscrape.com/the-lovers-dictionary_262/index.html,the lover's dictionary,High,2
The Lonely Ones,43.59,5,http://books.toscrape.com/the-lonely-ones_261/index.html,the lonely ones,Medium,5
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,http://books.toscrape.com/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,the lean startup: how today's entrepreneurs use continuous innovation to create radically successful businesses,Medium,3
The Last Painting of Sara de Vos,55.55,2,http://books.toscrape.com/the-last-painting-of-sara-de-vos_259/index.html,the last painting of sara de vos,High,2
"The Land of 10,000 Madonnas",29.64,4,http://books.toscrape.com/the-land-of-10000-madonnas_258/index.html,"the land of 10,000 madonnas",Medium,4
The Infinities,27.41,1,http://books.toscrape.com/the-infinities_257/index.html,the infinities,Medium,1
The Husband's Secret,52.51,5,http://books.toscrape.com/the-husbands-secret_256/index.html,the husband's secret,High,5
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,http://books.toscrape.com/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,the hitchhiker's guide to the galaxy (hitchhiker's guide to the galaxy #1),Medium,3
The Guns of August,14.54,2,http://books.toscrape.com/the-guns-of-august_254/index.html,the guns of august,Low,2
The Guernsey Literary and Potato Peel Pie Society,49.53,1,http://books.toscrape.com/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,the guernsey literary and potato peel pie society,Medium,1
The Goldfinch,43.58,3,http://books.toscrape.com/the-goldfinch_252/index.html,the goldfinch,Medium,3
The Giver (The Giver Quartet #1),12.3,1,http://books.toscrape.com/the-giver-the-giver-quartet-1_251/index.html,the giver (the giver quartet #1),Low,1
The Girl with All the Gifts,49.47,3,http://books.toscrape.com/the-girl-with-all-the-gifts_250/index.html,the girl with all the gifts,Medium,3
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,http://books.toscrape.com/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,the girl who played with fire (millennium trilogy #2),Medium,2
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,http://books.toscrape.com/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,the girl who kicked the hornet's nest (millennium trilogy #3),High,1
The Exiled,43.45,3,http://books.toscrape.com/the-exiled_247/index.html,the exiled,Medium,3
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,http://books.toscrape.com/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,"the end of faith: religion, terror, and the future of reason",Medium,4
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,http://books.toscrape.com/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,"the elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory",Low,4
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,http://books.toscrape.com/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,"the disappearing spoon: and other true tales of madness, love, and the history of the world from the periodic table of the elements",High,5
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,http://books.toscrape.com/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,the devil wears prada (the devil wears prada #1),Medium,1
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,http://books.toscrape.com/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,the demon-haunted world: science as a candle in the dark,High,4
The Day the Crayons Came Home (Crayons),26.33,5,http://books.toscrape.com/the-day-the-crayons-came-home-crayons_241/index.html,the day the crayons came home (crayons),Medium,5
The Da Vinci Code (Robert Langdon #2),22.96,2,http://books.toscrape.com/the-da-vinci-code-robert-langdon-2_240/index.html,the da vinci code (robert langdon #2),Medium,2
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,http://books.toscrape.com/the-cuckoos-calling-cormoran-strike-1_239/index.html,the cuckoo's calling (cormoran strike #1),Low,1
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,http://books.toscrape.com/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,the complete stories and poems (the works of edgar allan poe [cameo edition]),Medium,4
The Complete Poems,41.32,5,http://books.toscrape.com/the-complete-poems_237/index.html,the complete poems,Medium,5
The Catcher in the Rye,24.55,1,http://books.toscrape.com/the-catcher-in-the-rye_236/index.html,the catcher in the rye,Medium,1
The Cat in the Hat (Beginner Books B-1),16.26,2,http://books.toscrape.com/the-cat-in-the-hat-beginner-books-b-1_235/index.html,the cat in the hat (beginner books b-1),Low,2
The Case for Christ (Cases for Christianity),47.84,1,http://books.toscrape.com/the-case-for-christ-cases-for-christianity_234/index.html,the case for christ (cases for christianity),Medium,1
The Book Thief,53.49,2,http://books.toscrape.com/the-book-thief_233/index.html,the book thief,High,2
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,http://books.toscrape.com/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,the book of basketball: the nba according to the sports guy,Medium,5
The Blind Side: Evolution of a Game,53.71,5,http://books.toscrape.com/the-blind-side-evolution-of-a-game_231/index.html,the blind side: evolution of a game,High,5
The Autobiography of Malcolm X,23.43,2,http://books.toscrape.com/the-autobiography-of-malcolm-x_230/index.html,the autobiography of malcolm x,Medium,2
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,http://books.toscrape.com/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,"the art of simple food: notes, lessons, and recipes from a delicious revolution",Medium,3
The Art of Fielding,22.1,1,http://books.toscrape.com/the-art-of-fielding_228/index.html,the art of fielding,Medium,1
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,http://books.toscrape.com/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,"surely you're joking, mr. feynman!: adventures of a curious character",Medium,2
Stiff: The Curious Lives of Human Cadavers,36.74,3,http://books.toscrape.com/stiff-the-curious-lives-of-human-cadavers_226/index.html,stiff: the curious lives of human cadavers,Medium,3
Spilled Milk: Based on a True Story,49.51,1,http://books.toscrape.com/spilled-milk-based-on-a-true-story_225/index.html,spilled milk: based on a true story,Medium,1
Something Borrowed (Darcy & Rachel #1),48.96,5,http://books.toscrape.com/something-borrowed-darcy-rachel-1_224/index.html,something borrowed (darcy & rachel #1),Medium,5
Something Blue (Darcy & Rachel #2),54.62,1,http://books.toscrape.com/something-blue-darcy-rachel-2_223/index.html,something blue (darcy & rachel #2),High,1
Soldier (Talon #3),24.72,2,http://books.toscrape.com/soldier-talon-3_222/index.html,soldier (talon #3),Medium,2
Shopaholic & Baby (Shopaholic #5),46.45,2,http://books.toscrape.com/shopaholic-baby-shopaholic-5_221/index.html,shopaholic & baby (shopaholic #5),Medium,2
Seven Days in the Art World,52.33,2,http://books.toscrape.com/seven-days-in-the-art-world_220/index.html,seven days in the art world,High,2
Seven Brief Lessons on Physics,30.6,4,http://books.toscrape.com/seven-brief-lessons-on-physics_219/index.html,seven brief lessons on physics,Medium,4
Scarlet (The Lunar Chronicles #2),14.57,4,http://books.toscrape.com/scarlet-the-lunar-chronicles-2_218/index.html,scarlet (the lunar chronicles #2),Low,4
Sarah's Key,46.29,1,http://books.toscrape.com/sarahs-key_217/index.html,sarah's key,Medium,1
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,http://books.toscrape.com/saga-volume-3-saga-collected-editions-3_216/index.html,"saga, volume 3 (saga (collected editions) #3)",Medium,5
Running with Scissors,12.91,4,http://books.toscrape.com/running-with-scissors_215/index.html,running with scissors,Low,4
Rogue Lawyer (Rogue Lawyer #1),50.11,3,http://books.toscrape.com/rogue-lawyer-rogue-lawyer-1_214/index.html,rogue lawyer (rogue lawyer #1),High,3
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,http://books.toscrape.com/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,"rise of the rocket girls: the women who propelled us, from missiles to the moon to mars",Medium,4
Rework,44.88,2,http://books.toscrape.com/rework_212/index.html,rework,Medium,2
Reservations for Two,11.1,3,http://books.toscrape.com/reservations-for-two_211/index.html,reservations for two,Low,3
Red: The True Story of Red Riding Hood,28.54,3,http://books.toscrape.com/red-the-true-story-of-red-riding-hood_210/index.html,red: the true story of red riding hood,Medium,3
Ready Player One,19.07,4,http://books.toscrape.com/ready-player-one_209/index.html,ready player one,Low,4
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,http://books.toscrape.com/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,quiet: the power of introverts in a world that can't stop talking,Medium,1
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,http://books.toscrape.com/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,prodigy: the graphic novel (legend: the graphic novel #2),Medium,3
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,http://books.toscrape.com/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,persepolis: the story of a childhood (persepolis #1-2),Medium,1
Packing for Mars: The Curious Science of Life in the Void,56.68,2,http://books.toscrape.com/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,packing for mars: the curious science of life in the void,High,2
Outliers: The Story of Success,14.16,1,http://books.toscrape.com/outliers-the-story-of-success_204/index.html,outliers: the story of success,Low,1
Original Fake,31.45,3,http://books.toscrape.com/original-fake_203/index.html,original fake,Medium,3
Orange Is the New Black,24.61,2,http://books.toscrape.com/orange-is-the-new-black_202/index.html,orange is the new black,Medium,2
One for the Money (Stephanie Plum #1),32.87,2,http://books.toscrape.com/one-for-the-money-stephanie-plum-1_201/index.html,one for the money (stephanie plum #1),Medium,2
Notes from a Small Island (Notes From a Small Island #1),40.17,1,http://books.toscrape.com/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,notes from a small island (notes from a small island #1),Medium,1
Night (The Night Trilogy #1),13.51,1,http://books.toscrape.com/night-the-night-trilogy-1_199/index.html,night (the night trilogy #1),Low,1
Neither Here nor There: Travels in Europe,38.95,3,http://books.toscrape.com/neither-here-nor-there-travels-in-europe_198/index.html,neither here nor there: travels in europe,Medium,3
Naked,31.69,3,http://books.toscrape.com/naked_197/index.html,naked,Medium,3
Morning Star (Red Rising #3),29.4,1,http://books.toscrape.com/morning-star-red-rising-3_196/index.html,morning star (red rising #3),Medium,1
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,http://books.toscrape.com/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,"miracles from heaven: a little girl, her journey to heaven, and her amazing story of healing",High,1
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,http://books.toscrape.com/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,midnight riot (peter grant/ rivers of london - books #1),High,2
Me Talk Pretty One Day,57.6,2,http://books.toscrape.com/me-talk-pretty-one-day_193/index.html,me talk pretty one day,High,2
Manuscript Found in Accra,34.98,2,http://books.toscrape.com/manuscript-found-in-accra_192/index.html,manuscript found in accra,Medium,2
Lust & Wonder,11.87,2,http://books.toscrape.com/lust-wonder_191/index.html,lust & wonder,Low,2
Lila (Gilead #3),12.47,3,http://books.toscrape.com/lila-gilead-3_190/index.html,lila (gilead #3),Low,3
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,http://books.toscrape.com/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,"life, the universe and everything (hitchhiker's guide to the galaxy #3)",Medium,2
Life Without a Recipe,59.04,5,http://books.toscrape.com/life-without-a-recipe_188/index.html,life without a recipe,High,5
Life After Life,26.13,2,http://books.toscrape.com/life-after-life_187/index.html,life after life,Medium,2
Letter to a Christian Nation,22.2,1,http://books.toscrape.com/letter-to-a-christian-nation_186/index.html,letter to a christian nation,Medium,1
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,http://books.toscrape.com/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,let's pretend this never happened: a mostly true memoir,Medium,1
Legend (Legend #1),43.69,4,http://books.toscrape.com/legend-legend-1_184/index.html,legend (legend #1),Medium,4
"Lean In: Women, Work, and the Will to Lead",25.02,1,http://books.toscrape.com/lean-in-women-work-and-the-will-to-lead_183/index.html,"lean in: women, work, and the will to lead",Medium,1
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,http://books.toscrape.com/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,"lamb: the gospel according to biff, christ's childhood pal",High,5
Lady Renegades (Rebel Belle #3),53.04,5,http://books.toscrape.com/lady-renegades-rebel-belle-3_181/index.html,lady renegades (rebel belle #3),High,5
Jurassic Park (Jurassic Park #1),44.97,1,http://books.toscrape.com/jurassic-park-jurassic-park-1_180/index.html,jurassic park (jurassic park #1),Medium,1
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,http://books.toscrape.com/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,it's never too late to begin again: discovering creativity and meaning at midlife and beyond,Medium,1
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,http://books.toscrape.com/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,is everyone hanging out without me? (and other concerns),Medium,3
Into the Wild,56.7,5,http://books.toscrape.com/into-the-wild_177/index.html,into the wild,High,5
Inferno (Robert Langdon #4),41.0,5,http://books.toscrape.com/inferno-robert-langdon-4_176/index.html,inferno (robert langdon #4),Medium,5
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,http://books.toscrape.com/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,"in the garden of beasts: love, terror, and an american family in hitler's berlin",Medium,3
If I Run (If I Run #1),49.97,4,http://books.toscrape.com/if-i-run-if-i-run-1_174/index.html,if i run (if i run #1),Medium,4
I've Got Your Number,19.69,1,http://books.toscrape.com/ive-got-your-number_173/index.html,i've got your number,Low,1
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,http://books.toscrape.com/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,i am malala: the girl who stood up for education and was shot by the taliban,Medium,2
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,http://books.toscrape.com/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,hungry girl clean & hungry: easy all-natural recipes for healthy eating in the real world,Medium,3
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,http://books.toscrape.com/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,"house of lost worlds: dinosaurs, dynasties, and the story of life on earth",Medium,2
House of Leaves,54.89,1,http://books.toscrape.com/house-of-leaves_169/index.html,house of leaves,High,1
Horrible Bear!,37.52,2,http://books.toscrape.com/horrible-bear_168/index.html,horrible bear!,Medium,2
Holidays on Ice,51.07,2,http://books.toscrape.com/holidays-on-ice_167/index.html,holidays on ice,High,2
Heir to the Sky,44.07,4,http://books.toscrape.com/heir-to-the-sky_166/index.html,heir to the sky,Medium,4
Green Eggs and Ham (Beginner Books B-16),10.79,4,http://books.toscrape.com/green-eggs-and-ham-beginner-books-b-16_165/index.html,green eggs and ham (beginner books b-16),Low,4
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,http://books.toscrape.com/grayson-vol-3-nemesis-grayson-3_164/index.html,"grayson, vol 3: nemesis (grayson #3)",Medium,1
Gratitude,26.66,5,http://books.toscrape.com/gratitude_163/index.html,gratitude,Medium,5
Gone Girl,37.6,5,http://books.toscrape.com/gone-girl_162/index.html,gone girl,Medium,5
Golden (Heart of Dread #3),42.21,4,http://books.toscrape.com/golden-heart-of-dread-3_161/index.html,golden (heart of dread #3),Medium,4
